Work ID,URL,Title,Authors,Fandoms,Language,Warnings,Ratings,Categories,Characters,Relationships,Tags,Words,Date Published,Date Updated,Chapters,Comments,Kudos,Bookmarks,Hits,Collections,Completion Status
49768501,https://archiveofourown.org/works/49768501,I Live My Life Inside a Dream,DoomedKelpie,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings;Graphic Depictions Of Violence,Teen And Up Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Liǔ Qīnggē;Mù Qīngfāng;Yuè Qīngyuán;Shàng Qīnghuá;Níng Yīngyīng;Mentioned Qiu Jianluo;Mentioned Qiu Haitang;System (Scum Villain),Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Angst;Hurt/Comfort;Romance;Dissociation;Depersonalization;Derealization;Post-Traumatic Stress Disorder - PTSD;Mental Health Issues;Mental Breakdown;Self-Harm;unintentional self-harm;Suicidal Thoughts;Brief suicidal thoughts;Implied/Referenced Torture;Implied/Referenced Child Abuse;Canonical Child Abuse;Murder;Canonical Character Death;Canonical murder;Qi Deviation;Dreamscapes;Canon-Typical Violence;Panic Attacks,17559,2023.08.31,06 Oct 2023,6/7,56,198,51,2359,0,Incomplete
49722085,https://archiveofourown.org/works/49722085,Have A Nice Day!,Ehann,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Luò Bīnghé;Shàng Qīnghuá;Yuè Qīngyuán;Mù Qīngfāng,Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;Shàng Qīnghuá & Shěn Jiǔ | Original Shěn Qīngqiū;Mù Qīngfāng & Shěn Jiǔ | Original Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,BingJiu - Freeform;B9 - Freeform;Age Difference;Slow Burn;An Ding Peak Binghe!;Binghe is Shang Qinghua's adopted son;Romance;soft;Happy Ending;No romance until LBH is of age;Mu Qingfang is everyone's favorite shidi;Friendship;Shěn Jiǔ | Original Shěn Qīngqiū Deserves Happiness;Found Family;Families of Choice,37701,2023.08.29,18 Sep 2023,9/9,648,980,242,10571,0,Complete
49730302,https://archiveofourown.org/works/49730302,Second chance,DonCielo,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Mature,M/M;Multi,,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán,omega shen jiu;Omega Shen Yuan;Alpha Yuè Qīngyuán;Alpha Luò Bīnghé;Luo Binghe is not an orphan;Happy Ending;Domestic Bliss;Alpha/Beta/Omega Dynamics;Threats of Rape/Non-Con;possessive Shen Jiu;Protective Qingyuan;Simp Qingyuan;Maybe a lil psycho Yue Qingyuan but not with his family;Slice of Life;with murder;Intersexual Omegas;Modern Era;Modern Setting,1483,2023.08.30,30 Aug 2023,1/5,2,95,19,1173,0,Incomplete
49704862,https://archiveofourown.org/works/49704862,The children are asleep,RoundBlueDuck,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Explicit,M/M,Mòběi-jūn;Shàng Qīnghuá,Mòběi-jūn/Shàng Qīnghuá,Trans!Mobei-jun;Breeding Kink;Lactation;real breast feeding;Established Relationship;PWP,1587,2023.08.29,29 Aug 2023,1/1,4,64,4,839,1,Complete
49707820,https://archiveofourown.org/works/49707820,best breast forward,overgrownruins,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Mòběi-jūn;Shàng Qīnghuá;System (Scum Villain),Mòběi-jūn/Shàng Qīnghuá,Lactation;Male Lactation;Mommy Kink;Canon-Typical Violence;mention of disordered eating;(mbj not eating enough due to fear of poison);Cultivation Milk;yeah this is another weird one;sorry - Freeform,4853,2023.08.29,29 Aug 2023,1/1,15,385,55,1901,1,Complete
49715722,https://archiveofourown.org/works/49715722,Where's the Lie?,Bideroo,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shàng Qīnghuá;Mòběi-jūn;Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Zhúzhī-láng;Tiānláng-jūn;Yuè Qīngyuán;Other Characters Mentioned,Mòběi-jūn/Shàng Qīnghuá;Liǔ Qīnggē & Shàng Qīnghuá;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Zhúzhī-láng;Mòběi-jūn & Zhúzhī-láng,Post-Canon;Alternate Universe - Canon Divergence;Somebody Lives/Not Everyone Dies;Fake/Pretend Relationship;Pining;Misunderstandings;Mild Sexual Content;Getting Together;Explicit Language,8292,2023.09.26,26 Sep 2023,1/1,15,131,25,671,1,Complete
49652449,https://archiveofourown.org/works/49652449,Star Wars Self Saving System.,litra;litrapod (litra),Star Wars Prequel Trilogy;人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,F/F;M/M,Padmé Amidala;Obi-Wan Kenobi;Anakin Skywalker;Jar Jar Binks;CT-0000/1010 | Clone Sergeant Fox;Shěn Yuán | Shěn Qīngqiū,Obi-Wan Kenobi/Anakin Skywalker;Jar Jar Binks/CC-1010 | Fox;Padmé Amidala/Aayla Secura,Crossover;Podfic;Podfic Length: 1.5-2 Hours;Audio Format: MP3;Download Available,13167,2023.08.26,26 Aug 2023,2/2,2,13,2,181,2,Complete
49663993,https://archiveofourown.org/works/49663993,Silk and Lace,acernor,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,Gen,,Liǔ Míngyān & Liǔ Qīnggē,background Liǔ Míngyān/Shā Huálíng - Freeform;implied Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū (or whatever takes ur fancy),1011,2023.09.10,10 Sep 2023,1/1,22,165,11,480,1,Complete
49672969,https://archiveofourown.org/works/49672969,The voice of a survivor,Sakuja,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Mature,No category,Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Cāng Qióng Mountain Sect Peak Lords;Previous Generation Cāng Qióng Mountain Sect Peak Lords;Original Yuè Qīngyuán;Qí Qīngqī;Mù Qīngfāng,Original Liǔ Qīnggē & Shěn Jiǔ | Original Shěn Qīngqiū,Curses;Curse Breaking;Healing;Caretaking;Family;Fluff and Angst;Light Angst;Smart Shěn Jiǔ | Original Shěn Qīngqiū;Protective Liǔ Qīnggē;Dark Yuè Qīngyuán;Sad Yuè Qīngyuán;Cāng Qióng Mountain Sect Peak Lords as Family;Mountains;Fear;Child Abuse;Past Abuse;Past Child Abuse;Implied/Referenced Child Abuse,9755,2023.08.27,27 Aug 2023,1/1,12,130,34,711,0,Complete
49648459,https://archiveofourown.org/works/49648459,How To Bribe A Shen,Soft_Witchery,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū;Shàng Qīnghuá;Luò Bīnghé,Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Mòběi-jūn/Shàng Qīnghuá,Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū are Twins;Protective Siblings;Shen Yuan protection squad;Alternate Universe - College/University;Basketball;no beta we perish like Shen Jiu;let them swear your honour;Pansexual Character;author doesn't know basketball;Sports Anime Vibes;give the man an ice pack;I Don't Need to Know About Mobei Jun's Ass thx;Bad Flirting,10801,2023.08.26,30 Sep 2023,5/?,30,405,51,3705,0,Incomplete
49672756,https://archiveofourown.org/works/49672756,Human Courtship Rituals,radioactivesaltghoul,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,F/F,Liǔ Míngyān;Shā Huálíng,Liǔ Míngyān/Shā Huálíng,Secret Identity;Letters;cross-cultural (mis)communication;Enemies to Lovers;wound tending as a romantic gesture;kissing injuries to make them better,1766,2023.09.09,09 Sep 2023,1/1,3,17,0,104,1,Complete
49630153,https://archiveofourown.org/works/49630153,can you stay and make me feel better,lavenderandrue,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,F/F,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū,Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Always a Different Sex;Alternate Universe - Gender Changes;Gender or Sex Swap;Massage;Nipple Play;Body Worship;Praise Kink;Cunnilingus;Multiple Orgasms,2927,2023.08.26,25 Aug 2023,1/1,11,181,21,991,0,Complete
49602451,https://archiveofourown.org/works/49602451,The Pain That I Kept Hidden,HiyoriTomioka,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Mature,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Lǎo Gōngzhǔ | Old Palace Master/Luò Bīnghé,Implied Sexual Content;Implied/Referenced Rape/Non-con;Implied/Referenced Abuse;Hurt/Comfort;Crying;Emotional Hurt/Comfort;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū Friendship;Established Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé Needs a Hug;Luò Bīnghé Needs Therapy;Comfort;Hugs;Crying Luò Bīnghé;Protective Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé stress cooks;Sexual Content,2780,2023.08.24,24 Aug 2023,1/1,2,88,10,808,0,Complete
49604455,https://archiveofourown.org/works/49604455,for the love of good literature,humancorn,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,Gen,Liǔ Míngyān;Original Liǔ Míngyān,Liǔ Míngyān & Original Liǔ Míngyān,Mentions of Original Liu Mingyan having a child;Implied Original Liu MIngyan/Original Luo BInghe;Liu Mingyan is the Author of the Regret of Chunshan;Doppelganger;Attempt at Humor;Alternate Universe Duplicates;Kill Your Double Flash Exchange 2023,461,2023.08.25,25 Aug 2023,1/1,1,9,0,60,1,Complete
49600405,https://archiveofourown.org/works/49600405,I Will Follow Where You Go,moony_mittens,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M;Multi,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Liǔ Qīnggē,Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,oblivious about feelings;figuring out feelings;forcing out the truth;Mentioned Mù Qīngfāng;Mentioned Zhúzhi-láng - Freeform;Mind Manipulation;Happy Ending;No beta we die like the original Liǔ Qīnggē;Fluff and Crack,4215,2023.08.24,24 Aug 2023,1/1,8,79,8,540,0,Complete
49588036,https://archiveofourown.org/works/49588036,The Wind Soul and his disciple,Sakuja,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Rape/Non-Con,Explicit,Other,Liǔ Qīnggē;Yáng Yīxuán,Liǔ Qīnggē/Yáng Yīxuán,Magic;Alternate Universe - Magic;Academy;Sex;Kinks;Top Yáng Yīxuán;Submissive Liǔ Qīnggē;Love;Breeding;Mutual Non-Con;Pregnancy;Pregnancy Kink;Caretaking;Alternate Universe - Canon Divergence;Somnophilia;Non-Consensual Somnophilia,2733,2023.08.24,24 Aug 2023,1/1,8,63,7,971,0,Complete
49572748,https://archiveofourown.org/works/49572748,The Oracle's Prophecy,Sai_rain,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,General Audiences,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Yuè Qīngyuán;Luò Bīnghé;Shàng Qīnghuá;Cāng Qióng Mountain Sect Peak Lords;Shěn Yuán | Shěn Qīngqiū,Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán;Shěn Jiǔ | Original Shěn Qīngqiū & Everyone;Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū & Original Character(s),One-Sided Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū and Shěn Yuán | Shěn Qīngqiū are Not the Same Person;Crack Treated Seriously;One-Sided Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,4196,2023.08.23,02 Sep 2023,3/?,14,194,40,2251,0,Incomplete
49570534,https://archiveofourown.org/works/49570534,Water,misfitmonarchy,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū,Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Domestic Fluff;Fluff;Modern Era;Alternate Universe - Modern Setting;they're all hungover,939,2023.08.23,23 Aug 2023,1/1,8,57,6,312,0,Complete
49554994,https://archiveofourown.org/works/49554994,blood of the lazarus heart,dream_another_dream,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,M/M,Liǔ Qīnggē;Shěn Jiǔ | Original Shěn Qīngqiū;Luò Bīnghé;Mù Qīngfāng;Yuè Qīngyuán,Liǔ Qīnggē/Shěn Jiǔ | Original Shěn Qīngqiū,Alternate Universe - Canon Divergence;Liǔ Qīnggē Lives;Slow Burn;shen jiu is not exactly a good person;Língxī Caves (Scum Villain);Fix-It of Sorts;Childhood Trauma;Enemies to Lovers,6267,2023.08.22,30 Sep 2023,3/?,63,321,64,2477,0,Incomplete
49578058,https://archiveofourown.org/works/49578058,"Light of my life, ice of my loins",0mementomori0,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon),English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Mòběi-jūn;Shàng Qīnghuá;Luò Bīnghé;System (Scum Villain);Previous Generation Cāng Qióng Mountain Sect Peak Lords;(it's only the an ding one),Mòběi-jūn/Shàng Qīnghuá;Luò Bīnghé & Mòběi-jūn;Luò Bīnghé & Shàng Qīnghuá,Alternate Universe - Canon Divergence;Child Luò Bīnghé;Shàng Qīnghuá Adopts Luò Bīnghé;Shang Qinghua's A+++ Parenting;Courtship;Mentioned Mobei-jun's Father;Parenthood;Romance;Fluff;Domestic Fluff;Possessive Behavior;Jealousy;Jealous Mòběi-jūn;dw it's not weird he just thought that qinghua had a kid with another demon;Parental Shàng Qīnghuá;they're good parents but in a chaotic teenage parents way;No beta we die like Mobei-jun senior;Miscommunication;Misunderstandings;Attempt at Humor;Competent Shàng Qīnghuá;Accidental Baby Acquisition;Demonic Parenting,2578,2023.08.23,24 Aug 2023,1/1,24,404,64,2021,0,Complete
49562323,https://archiveofourown.org/works/49562323,About Twilight Zones,English is my death (Lena013),人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;天官赐福 - 墨香铜臭 | Tiān Guān Cì Fú - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Shàng Qīnghuá;Huā Chéng (Tiān Guān Cì Fú),Huā Chéng (Tiān Guān Cì Fú)/Shàng Qīnghuá,Cryptid Shàng Qīnghuá;Shàng Qīnghuá Needs a Vacation;Shàng Qīnghuá is a Mess;Casual Sex;King Huā Chéng (Tiān Guān Cì Fú);Deity Shàng Qīnghuá;Oblivious Shàng Qīnghuá;Pre-Canon;Overworked Shàng Qīnghuá;Attractive Shàng Qīnghuá,1880,2023.08.23,23 Aug 2023,1/1,13,241,53,856,0,Complete
49535533,https://archiveofourown.org/works/49535533,strange conventions,marquisguyun,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,Gen,Shěn Yuán | Shěn Qīngqiū,,Doppelganger;reverse transmigration;Post-Canon;Pre-Canon,438,2023.08.22,22 Aug 2023,1/1,3,23,4,78,1,Complete
49516348,https://archiveofourown.org/works/49516348,The Emperor's love,Anonymous,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Rape/Non-Con,Explicit,M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Original Luò Bīnghé,Original Luò Bīnghé/Shěn Jiǔ | Original Shěn Qīngqiū,Bondage;Verbal Humiliation;Sexual Slavery;Slut Shaming;Face Slapping;Rough Sex;Public Humiliation;Spit As Lube;Forced Masturbation;Watersports;Whipping;Bestiality;Forced Prostitution;Gangbang,1413,2023.08.21,21 Aug 2023,1/1,16,138,9,3607,1,Complete
49483906,https://archiveofourown.org/works/49483906,"No one would hurt a Cat, right?",KKsami55,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence;Major Character Death,Not Rated,Other;F/F;F/M;M/M;Multi,Luò Bīnghé;Níng Yīngyīng;Shen Yuan;Shěn Jiǔ | Original Shěn Qīngqiū;Yuè Qīngyuán;Liǔ Qīnggē;Mù Qīngfāng;Qí Qīngqī;Shàng Qīnghuá;Mòběi-jūn;Shā Huálíng;Míng Fān,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Other Relationship Tags to Be Added,Animal Transformation;isekai tropes;White Lotus Luò Bīnghé;Soft Luò Bīnghé;Soft Shěn Jiǔ | Original Shěn Qīngqiū;Alternate Universe - Proud Immortal Demon Way (Scum Villain);Cat Shěn Yuán | Shěn Qīngqiū;body transformation;i still don’t know how to tag;shen yuan is using his Kitty abilities to just admire everyone;Protective Luò Bīnghé;BAMF Níng Yīngyīng;Jealous Luò Bīnghé;Emotional suppport animal Shen yuan;He’ll get a human body;i think;Ning Yingying appreciation;Shen yuan steals Luo binghe’s wives with his Kitty charm;Cat/Human Hybrids;Let Shen yuan have his magical girl transformation;Other Additional Tags to Be Added;Tags May Change;It Gets Worse Before It Gets Better;Shěn Jiǔ | Original Shěn Qīngqiū Has Issues;Animal Traits;Animal Death;Angst and Hurt/Comfort;Cruel Shen qingqiu (original);SY IS NOT SQQ HERE,848,2023.08.20,20 Aug 2023,1/?,3,86,15,735,0,Incomplete
49498816,https://archiveofourown.org/works/49498816,Our happiness lies in the splinters of the past.,CaliginousTriggered,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù;穿书自救指南 | Scumbag System (Cartoon),English,Creator Chose Not To Use Archive Warnings,Mature,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Shěn Jiǔ | Original Shěn Qīngqiū;Liǔ Qīnggē;Yuè Qīngyuán,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Canon Divergence;Brotherly Love;Alternate Universe - No System (Scum Villain),33538,2023.08.20,02 Oct 2023,8/23,20,62,15,2032,0,Incomplete
49499113,https://archiveofourown.org/works/49499113,the storyteller's husband,baobeijuns,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Explicit,M/M,Mòběi-jūn;Shàng Qīnghuá,Mòběi-jūn/Shàng Qīnghuá,Trans Male Character;1001 Arabian Nights AU;Trans Shàng Qīnghuá;Cunnilingus;Oral Sex;Vaginal Fingering;mixed language for afab anatomy;Arranged Marriage;fucked up long demon tongue,6898,2023.08.20,20 Aug 2023,1/1,41,617,84,3179,1,Complete
49466602,https://archiveofourown.org/works/49466602,Another’s Dreams,GhostlyReindeer,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Graphic Depictions Of Violence,Mature,M/M,Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Liǔ Qīnggē;Yuè Qīngyuán;Shàng Qīnghuá;Cāng Qióng Mountain Sect Peak Lords,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Liǔ Qīnggē & Shěn Yuán | Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū & Yuè Qīngyuán;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū;Shěn Yuán | Shěn Qīngqiū & Cāng Qióng Mountain Sect Peak Lords,Depressed Shěn Yuán | Shěn Qīngqiū;Shen Yuan | Shen Qingqiu has Shen Jiu’s nightmares;Angst;Past Child Abuse;Shen Jiu’s horrible childhood;Alcohol Abuse/Alcoholism;Implied/Referenced Rape/Non-con,2532,2023.08.19,19 Aug 2023,2/?,7,59,8,549,0,Incomplete
49451290,https://archiveofourown.org/works/49451290,"I Choose You, Shen Jiu!",juurensha,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,Gen;M/M,Shěn Jiǔ | Original Shěn Qīngqiū;Yuè Qīngyuán;Liǔ Qīnggē;Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Shěn Jiǔ | Original Shěn Qīngqiū/Yuè Qīngyuán;Shěn Jiǔ | Original Shěn Qīngqiū & Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Alternate Universe - Pokemon Fusion;Fluff and Humor;Marriage Proposal;Pokemon Contest Trainer Shen Jiu;Retired Gym Leader now Berry Farmer Yue Qingyuan;Kajicchu | Applin as a Declaration of Love;Don't copy to another site;Past Abuse;Tsundere Shěn Jiǔ | Original Shěn Qīngqiū,2905,2023.08.18,18 Aug 2023,1/1,14,94,19,470,1,Complete
49462924,https://archiveofourown.org/works/49462924,The Truth is A Funny Thing,moony_mittens,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M;Multi,Liǔ Qīnggē;Shàng Qīnghuá;Shěn Jiǔ | Original Shěn Qīngqiū,Liǔ Qīnggē/Shàng Qīnghuá/Original Shěn Qīngqiū,Getting Together;Sort Of;Fluff and Humor;Attempt at Humor;truth pollen;Idiots in Love;Mentioned Yuè Qīngyuán;no beta the truth comes unfiltered and badly edited,1744,2023.08.19,19 Aug 2023,1/1,8,124,13,762,0,Complete
49454794,https://archiveofourown.org/works/49454794,"wrecked, solitary, here",dream_another_dream,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings;Rape/Non-Con,Mature,M/M,Original Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Original Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Dubious Consent;Brainwashing;Mind Manipulation;Possessive Luò Bīnghé;Original Shen Yuan;Gaslighting;Creepy Original Luò Bīnghé;Dead Dove: Do Not Eat;Alternate Universe - Modern Setting,3000,2023.08.19,19 Aug 2023,1/1,16,308,34,2459,0,Complete
49478662,https://archiveofourown.org/works/49478662,Our Story Unfolds Before Us,Piplover,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Teen And Up Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Liǔ Míngyān;Mù Qīngfāng;Shàng Qīnghuá;Yáng Yīxuán,Liǔ Qīnggē/Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Slow Burn;Hurt/Comfort;Implied/Referenced Drug Use,10686,2023.08.20,12 Sep 2023,3/?,43,99,12,908,0,Incomplete
49441543,https://archiveofourown.org/works/49441543,Broken But Not Damaged,HiyoriTomioka,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,Creator Chose Not To Use Archive Warnings,Not Rated,M/M,Luò Bīnghé;Shěn Yuán | Shěn Qīngqiū,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Mentioned Shàng Qīnghuá;Shàng Qīnghuá & Shěn Yuán | Shěn Qīngqiū Friendship;Hurt/Comfort;Give Luo Binghe Kiss;Luò Bīnghé Needs a Hug;Crying Luò Bīnghé;Crying;Emotional Hurt/Comfort;Implied/Referenced Self-Harm;Cuddling & Snuggling,1136,2023.08.18,18 Aug 2023,1/1,9,295,20,1419,0,Complete
49399063,https://archiveofourown.org/works/49399063,"Well, it WAS a Secret Sex Box",Bideroo,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,Mature,M/M,Shàng Qīnghuá;Mòběi-jūn,Mòběi-jūn/Shàng Qīnghuá,Post-Canon;Alternate Universe - Canon Divergence;Getting Together;Misunderstandings;Silly;Rated for Sexual Language and Themes,2412,2023.08.16,17 Aug 2023,1/1,29,293,37,1376,0,Complete
49408198,https://archiveofourown.org/works/49408198,I tell the moon about you (and I wish you would tell them about me as well),orphan_account,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Liǔ Qīnggē;Shěn Yuán | Shěn Qīngqiū;Luò Bīnghé;Yuè Qīngyuán,Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū,Chronic Pain;Light Angst;Unrequited Love;One-Sided Liǔ Qīnggē/Shěn Yuán | Shěn Qīngqiū;Not Beta Read,503,2023.08.16,17 Aug 2023,1/1,0,18,2,204,0,Complete
49412875,https://archiveofourown.org/works/49412875,Rabbit God,Moon__Rice,人渣反派自救系统 - 墨香铜臭 | The Scum Villain's Self-Saving System - Mòxiāng Tóngxiù,English,No Archive Warnings Apply,General Audiences,M/M,Shàng Qīnghuá;Mòběi-jūn;Shěn Yuán | Shěn Qīngqiū,Mòběi-jūn/Shàng Qīnghuá,Alternate Universe - Modern Setting;CumPlane Bros;with an omnipresent SQQ;Fluff;Taiwan;Soft Mòběi-jūn;food as a love language;No Beta We Die Like GongYi Xiao,13480,2023.08.17,17 Aug 2023,1/1,20,121,17,681,0,Complete
